TAP_College_Code,TAP_Sector_Group,TAP_College_Name,prev_scholarship,family_Employees,Scholarship_Headcount,Active_Student,Family_Card,Academic_year,Semister_Aattendence,GPA,Annual_income,Scholarship_rupees 
990,5-INDEPENDENT,UNION COLLEGE,N,2,131,Y,Y,2011,99,9.1,48999,53708.36
4975,3-SUNY SO,SUNY INSTITUTE OF TECHNOLOGY,Y,4,36,N,N,2011,69,3.7,95557,42509.74
5020,5-INDEPENDENT,COLUMBIA U GRADUATE PROGRAMS,N,3,3,Y,Y,2011,81,7.6,67451,40122.61
985,5-INDEPENDENT,SYRACUSE UNIVERSITY (UNDERGRAD),Y,2,486,N,N,2011,98,5.9,113871,54795.02
975,4-SUNY CC,FASHION INST TECH UPPER DIVISION,N,4,32,Y,Y,2011,72,6.8,71008,47086.54
970,3-SUNY SO,SUC PURCHASE,Y,1,71,N,N,2011,98,6.9,71106,46751.8
965,3-SUNY SO,SUNY COLLEGE AT OLD WESTBURY (UG),N,3,41,Y,Y,2011,65,6.5,102158,43240.81
5060,5-INDEPENDENT,NEW YORK UNIVERSITY GRAD,Y,2,16,N,N,2011,94,3.4,50374,38294.8
960,3-SUNY SO,ALFRED UNIVERSITY,N,1,20,Y,Y,2011,97,3.5,119195,50180.87
955,3-SUNY SO,SUNY MARITIME COLLEGE,Y,4,32,N,N,2011,90,5.2,50379,36031.99
950,3-SUNY SO,SUC ENV SCI&FORESTRY,N,3,101,Y,Y,2011,91,6.2,60047,43690.03
945,3-SUNY SO,SUC POTSDAM,Y,2,181,N,N,2011,84,5.7,110134,41271.09
5105,5-INDEPENDENT,MERCY COLLEGE GRAD,N,4,2,Y,Y,2011,97,4.4,84669,35395.08
940,3-SUNY SO,SUNY PLATTSBURGH,Y,4,152,N,N,2011,92,5.8,64638,49476.64
935,3-SUNY SO,SUC OSWEGO (UNDERGRAD),N,3,212,Y,Y,2011,97,4.8,49604,41536.79
5130,3-SUNY SO,SUNY BUFFALO,Y,2,15,N,N,2011,76,9.1,103822,45804.08
930,3-SUNY SO,SUC ONEONTA,N,4,193,Y,Y,2011,72,3.7,69368,50708.61
925,3-SUNY SO,SUC NEW PALTZ,Y,1,167,N,N,2011,89,7.6,77176,45858.72
920,3-SUNY SO,SUC GENESEO,N,3,590,Y,Y,2011,95,5.9,58032,54141.6
915,3-SUNY SO,SUC FREDONIA,Y,2,175,N,N,2011,75,6.8,111972,37215.46
913,3-SUNY SO,SUC EMPIRE STATE COLLEGE,N,1,140,Y,Y,2011,73,6.9,116666,51976.35
910,3-SUNY SO,SUC CORTLAND (UNDERGRAD),Y,4,158,N,N,2011,78,6.5,59179,40388.1
5215,1-CUNY SR,CUNY CITY COLLEGE GRAD,N,3,4,Y,Y,2011,97,3.4,98141,50615.93
905,3-SUNY SO,SUC BUFFALO,Y,2,192,N,N,2011,88,3.5,71166,35478.16
900,3-SUNY SO,SUC BROCKPORT (UNDERGRAD),N,4,238,Y,Y,2011,70,5.2,46924,46130.28
895,3-SUNY SO,SUNY ALBANY (UNDERGRAD),Y,1,381,N,N,2011,71,6.2,119910,54612.09
890,3-SUNY SO,SUNY UPSTATE MEDICAL UNIV,N,4,5,Y,Y,2011,65,5.7,99192,40410.4
5240,5-INDEPENDENT,COLUMBIA UNIV  INTL AFFAIRS GRAD,Y,3,3,N,N,2011,95,4.4,81680,39422.29
880,3-SUNY SO,SUNY BINGHAMTON,N,2,836,Y,Y,2011,73,5.8,93982,38411.6
875,3-SUNY SO,SUNY STONY BROOK,Y,4,726,N,N,2011,97,4.8,71983,54996.85
865,5-INDEPENDENT,TOURO COLLEGE,N,1,91,Y,Y,2011,87,9.1,50819,41388.39
855,5-INDEPENDENT,SKIDMORE COLLEGE,Y,3,107,N,N,2011,97,3.7,46985,54936.82
5271,1-CUNY SR,CUNY HERBERT H LEHMAN GRAD,N,2,1,Y,Y,2011,73,7.6,52595,39154.02
845,5-INDEPENDENT,SARAH LAWRENCE COLLEGE,Y,1,16,N,N,2011,88,5.9,104064,49488.4
840,5-INDEPENDENT,SAMARITAN HOSP NURSING,N,4,1,Y,Y,2011,99,6.8,64088,50616.34
836,5-INDEPENDENT,ST PAUL'S SCH NURSING SI,Y,3,7,N,N,2011,77,6.9,119683,52472.47
830,5-INDEPENDENT,ST THOMAS AQUINAS COLLEGE,N,2,23,Y,Y,2011,72,6.5,118224,45394.25
775,5-INDEPENDENT,ST LAWRENCE UNIVERSITY,Y,4,157,N,N,2011,89,3.4,98855,43835.07
765,5-INDEPENDENT,ST JOSEPH HOSP SCH NURS SYRACUSE,N,4,5,Y,Y,2011,73,3.5,83080,49343.4
762,5-INDEPENDENT,ST JOSEPHS COLLEGE - WEEKEND,Y,3,1,N,N,2011,89,5.2,75717,39325.98
758,5-INDEPENDENT,ST JOSEPHS COLLEGE,N,2,108,Y,Y,2011,93,6.2,56388,43437.27
5395,1-CUNY SR,CUNY QUEENS COLLEGE GRAD,Y,4,8,N,N,2011,70,5.7,110718,45080.17
5415,5-INDEPENDENT,ST JOHN FISHER COLLEGE-GRADUATE,N,1,10,Y,Y,2011,90,4.4,45103,52982.49
755,5-INDEPENDENT,ST JOSEPHS COLLEGE,Y,3,43,N,N,2011,94,5.8,55606,47879.07
751,5-INDEPENDENT,ST JOHNS UNIVERSITY,N,2,422,Y,Y,2011,95,4.8,78409,49156.3
735,5-INDEPENDENT,ST JOHN FISHER COLLEGE,Y,1,128,N,N,2011,88,9.1,72722,47950.34
715,5-INDEPENDENT,ST FRANCIS COLLEGE,N,4,37,Y,Y,2011,65,3.7,106390,37354.41
5435,5-INDEPENDENT,MANHATTAN COLLEGE,Y,3,1,N,N,2011,77,7.6,111973,52517.97
695,5-INDEPENDENT,ST BONAVENTURE UNIVERSITY,N,2,80,Y,Y,2011,83,5.9,51336,42110.68
685,5-INDEPENDENT,SIENA COLLEGE,Y,4,184,N,N,2011,95,6.8,64494,43727.62
675,5-INDEPENDENT,THE SAGE COLLEGES,N,2,43,Y,Y,2011,86,6.9,54959,52437.54
670,5-INDEPENDENT,DAEMEN COLLEGE,Y,4,86,N,N,2011,72,6.5,58374,42775.75
650,5-INDEPENDENT,ROCHESTER INSTITUTE OF TECHLGY,N,3,644,Y,Y,2011,86,3.4,78939,46023.33
641,5-INDEPENDENT,ROBERTS WESLEYAN COLLEGE,Y,2,1,N,N,2011,76,3.5,54867,46894.51
640,5-INDEPENDENT,ROBERTS WESLEYAN COLLEGE,N,4,69,Y,Y,2011,68,5.2,77380,50462.22
635,5-INDEPENDENT,RENSSELAER POLYTECHNIC INST,Y,1,336,N,N,2011,87,6.2,59581,40240.37
5510,5-INDEPENDENT,WEILL MEDICAL COLLEGE OF CORNELL,N,3,1,Y,Y,2011,84,5.7,55631,45441.3
615,5-INDEPENDENT,PRATT INSTITUTE,Y,2,28,N,N,2011,65,4.4,108054,43796.72
610,5-INDEPENDENT,POLYTECHNIC UNIVERSITY,N,1,102,Y,Y,2011,98,5.8,97967,39543.43
605,6-BUS. DEGREE,PACIFIC COLLEGE OF ORIENTAL MED,Y,4,3,N,N,2011,77,4.8,71379,37958.66
591,5-INDEPENDENT,PACE UNIVERSITY WESTCHESTER,N,3,57,Y,Y,2011,75,9.1,113996,53866.81
5536,3-SUNY SO,SUNY DOWNSTATE MED CENTER GRAD,Y,2,1,N,N,2011,97,3.7,108741,53872.35
5575,5-INDEPENDENT,SYRACUSE UNIVERSITY LAW,N,4,1,Y,Y,2011,92,7.6,79399,35872.37
590,5-INDEPENDENT,PACE UNIVERSITY,Y,4,91,N,N,2011,83,5.9,115662,36670.45
575,5-INDEPENDENT,NYACK COLLEGE,N,3,19,Y,Y,2011,77,6.8,108035,43982.9
560,5-INDEPENDENT,NIAGARA UNIVERSITY,Y,2,102,N,N,2011,68,6.9,67663,51189.74
555,5-INDEPENDENT,NEW YORK UNIVERSITY,N,4,632,Y,Y,2011,76,6.5,118769,41752.91
550,5-INDEPENDENT,NEW YORK SCHOOL INTERIOR DESIGN,Y,1,2,N,N,2011,71,3.4,57145,42417.79
535,5-INDEPENDENT,THE NEW SCHOOL,N,3,26,Y,Y,2011,84,3.5,111376,42688.75
525,5-INDEPENDENT,NAZARETH COLLEGE,Y,2,155,N,N,2011,93,5.2,70998,38733.84
505,5-INDEPENDENT,MEDAILLE COLLEGE,N,1,51,Y,Y,2011,97,6.2,50711,42219.89
5645,1-CUNY SR,CUNY  BARUCH COLL GRAD,Y,4,7,N,N,2011,69,5.7,85412,47768.07
500,5-INDEPENDENT,MOLLOY COLLEGE,N,3,57,Y,Y,2011,81,4.4,91651,48361.67
447,5-INDEPENDENT,MARYMOUNT MANHATTAN COLLEGE,Y,2,16,N,N,2011,72,5.8,100307,52144.4
440,5-INDEPENDENT,MARIST COLLEGE,N,4,137,Y,Y,2011,83,4.8,89163,50171.67
437,5-INDEPENDENT,ST PAUL'S SCH NURSING,Y,2,2,N,N,2011,71,9.1,96449,47062.21
420,5-INDEPENDENT,MANHATTANVILLE COLLEGE,N,1,31,Y,Y,2011,98,3.7,86022,41982.3
410,5-INDEPENDENT,MANHATTAN SCHOOL OF MUSIC,Y,4,3,N,N,2011,96,7.6,88106,39105.08
405,5-INDEPENDENT,MANHATTAN COLLEGE,N,3,114,Y,Y,2011,67,5.9,97259,42477.31
403,5-INDEPENDENT,LONG ISLAND UNIVERSITY,Y,2,180,N,N,2011,66,6.8,71638,50490.04
5685,5-INDEPENDENT,NAZARETH COLLEGE GRAD,N,4,1,Y,Y,2011,89,6.9,110720,41975.11
5755,5-INDEPENDENT,LEMOYNE COLLEGE GRAD,Y,4,2,N,N,2011,95,6.5,51881,49864.41
375,5-INDEPENDENT,LEMOYNE COLLEGE,N,3,128,Y,Y,2011,71,3.4,69999,53984.05
355,5-INDEPENDENT,THE KING'S COLLEGE,Y,2,1,N,N,2011,66,3.5,116972,45341.57
345,5-INDEPENDENT,KEUKA COLLEGE,N,4,52,Y,Y,2011,82,5.2,71290,35312.88
340,5-INDEPENDENT,JUILLIARD SCHOOL,Y,1,5,N,N,2011,94,6.2,71818,40337.5
5955,5-INDEPENDENT,ST JOSEPHS COLLEGE,N,3,2,Y,Y,2011,82,5.7,89349,39812.12
330,5-INDEPENDENT,ITHACA COLLEGE,Y,2,260,N,N,2011,67,4.4,74572,47296.07
325,5-INDEPENDENT,IONA COLLEGE,N,1,65,Y,Y,2011,92,5.8,101439,41548.27
305,5-INDEPENDENT,HOUGHTON COLLEGE,Y,4,99,N,N,2011,73,4.8,102695,43377.83
300,5-INDEPENDENT,HOFSTRA UNIVERSITY,N,3,169,Y,Y,2011,80,9.1,93821,54187.51
6018,6-BUS. DEGREE,MONROE COLLEGE,Y,2,30,N,N,2011,78,3.7,76408,50403.62
295,5-INDEPENDENT,HOBART AND WILLIAM SMITH COLLEGES,N,4,99,Y,Y,2011,91,7.6,68479,38772.39
285,5-INDEPENDENT,HARTWICK COLLEGE,Y,2,57,N,N,2011,95,5.9,112229,38258.44
270,5-INDEPENDENT,HAMILTON COLLEGE,N,4,135,Y,Y,2011,72,6.8,83117,40723.38
245,5-INDEPENDENT,FORDHAM UNIVERSITY,Y,3,288,N,N,2011,95,6.9,116902,54845.61
6045,5-INDEPENDENT,CULINARY INSTITUTE OF AMERICA,N,2,4,Y,Y,2011,78,6.5,112033,38672.7
215,5-INDEPENDENT,ELMIRA COLLEGE,Y,4,103,N,N,2011,81,3.4,112377,49945.96
210,5-INDEPENDENT,THE BELANGER SCHOOL OF NURSING,N,1,1,Y,Y,2011,76,3.5,83381,40006.49
195,5-INDEPENDENT,D'YOUVILLE COLLEGE,Y,3,52,N,N,2011,98,5.2,96638,35615.07
190,5-INDEPENDENT,CROUSE HOSPITAL,N,2,2,Y,Y,2011,97,6.2,97488,46845.49
175,5-INDEPENDENT,CORNELL UNIVERSITY,Y,1,769,N,N,2011,65,5.7,72228,49419.84
174,3-SUNY SO,CORNELL UNIV STATUTORY COLLEGES,N,4,554,Y,Y,2011,79,4.4,114699,49216.41
6732,6-BUS. DEGREE,BRYANT & STRATTON BUFFALO,Y,3,3,N,N,2011,72,5.8,50047,52660.68
171,5-INDEPENDENT,COLUMBIA UNIV,N,2,30,Y,Y,2011,65,4.8,75786,44391.72
170,5-INDEPENDENT,COOPER UNION ADVNCMT SCI ART,Y,4,56,N,N,2011,89,9.1,104759,40278.2
7264,6-BUS. DEGREE,BRIARCLIFFE COLLEGE-PATCHOGUE,N,4,3,Y,Y,2011,78,3.7,69795,36778.57
168,5-INDEPENDENT,COLUMBIA UNIV SCH ENGINEERING,Y,3,89,N,N,2011,68,7.6,105416,44288.31
166,5-INDEPENDENT,COLUMBIA UNIV NURSING PROG,N,2,1,Y,Y,2011,90,5.9,58547,41876.49
155,5-INDEPENDENT,BARNARD COLLEGE,Y,4,137,N,N,2011,97,6.8,90707,38868.31
150,5-INDEPENDENT,COLUMBIA UNIV,N,1,206,Y,Y,2011,84,6.9,93627,37793.62
7690,6-BUS. DEGREE,OLEAN BUSINESS INST,Y,3,1,N,N,2011,92,6.5,97077,50528.95
140,5-INDEPENDENT,COLLEGE OF SAINT ROSE,N,2,91,Y,Y,2011,83,3.4,57774,49305.47
136,5-INDEPENDENT,COLL OF NEW ROCHELLE NEW RESOURCE,Y,1,24,N,N,2011,77,3.5,56354,51964.78
130,5-INDEPENDENT,COL OF MT ST VINCENT 4YR SEM,N,4,35,Y,Y,2011,73,5.2,109832,43955.24
125,5-INDEPENDENT,COLGATE UNIVERSITY,Y,3,129,N,N,2011,74,6.2,53702,35109.74
120,5-INDEPENDENT,CLARKSON UNIVERSITY,N,2,288,Y,Y,2011,73,5.7,83367,45463.89
90,5-INDEPENDENT,CANISIUS COLLEGE,Y,4,226,N,N,2011,77,4.4,54160,45372.19
55,5-INDEPENDENT,BRAMSON ORT COLLEGE,N,1,5,Y,Y,2011,82,5.8,90638,51484.94
45,5-INDEPENDENT,PHILLIPS BETH ISRAEL SCH.NURSING,Y,4,2,N,N,2011,67,4.8,78596,37037.6
35,5-INDEPENDENT,BARD COLLEGE,N,3,44,Y,Y,2011,79,9.1,54117,40161.78
20,5-INDEPENDENT,ALFRED UNIVERSITY,Y,2,53,N,N,2011,65,3.7,51307,43448
11,5-INDEPENDENT,DOWLING COLLEGE,N,4,31,Y,Y,2011,91,7.6,81369,40971.38
10,5-INDEPENDENT,ADELPHI UNIVERSITY,Y,1,132,N,N,2011,68,5.9,76362,50946.1
2215,4-SUNY CC,NIAGARA COMMUNITY COLLEGE,N,3,45,Y,Y,2010,89,6.8,85928,42681.86
2188,5-INDEPENDENT,VILLA MARIA COLLEGE OF BUFFALO,Y,2,5,N,N,2010,67,6.9,81519,38030.14
2185,4-SUNY CC,ONONDAGA COMMUNITY COLLEGE,N,1,140,Y,Y,2010,70,6.5,91352,50987.48
2180,4-SUNY CC,MONROE COMMUNITY COLLEGE,Y,4,161,N,N,2010,69,3.4,86720,54852.87
2178,6-BUS. DEGREE,LAB INST OF MERCHANDISING,N,3,13,Y,Y,2010,73,3.5,100532,47294.72
2160,4-SUNY CC,WESTCHESTER COMMUNITY COLLEGE,Y,2,22,N,N,2010,70,5.2,98848,54749.05
2158,5-INDEPENDENT,VILLA MARIA COLLEGE OF BUFFALO,N,4,1,Y,Y,2010,67,6.2,56153,38293.2
2157,4-SUNY CC,SUFFOLK COMMUNITY COLLEGE,Y,4,70,N,N,2010,74,5.7,107675,44680.24
2147,4-SUNY CC,ROCKLAND COMMUNITY COLLEGE,N,3,24,Y,Y,2010,83,4.4,92114,52082.28
2144,5-INDEPENDENT,TROCAIRE COLLEGE,Y,2,25,N,N,2010,79,5.8,88990,36257.26
2140,5-INDEPENDENT,PAUL SMITHS COLLEGE,N,4,1,Y,Y,2010,90,4.8,114355,41142.16
2125,4-SUNY CC,ORANGE COUNTY COMMUNITY COLLEGE,Y,1,43,N,N,2010,95,9.1,109989,48162.1
2120,5-INDEPENDENT,NEW YORK INST TECH 4YR,N,3,95,Y,Y,2010,92,3.7,55622,38579.55
2113,4-SUNY CC,NASSAU COMMUNITY COLLEGE,Y,2,73,N,N,2010,96,7.6,101839,44560.8
2110,5-INDEPENDENT,MOUNT SAINT MARY COLLEGE,N,1,51,Y,Y,2010,87,5.9,111661,48146.17
2105,4-SUNY CC,MOHAWK VALLEY COMMUNITY COLLEGE,Y,4,77,N,N,2010,95,6.8,108865,47601.68
2100,5-INDEPENDENT,MERCY COLLEGE,N,3,59,Y,Y,2010,72,6.9,87627,53245.72
2093,5-INDEPENDENT,MARIA COLLEGE-REGULAR DAY,Y,2,2,N,N,2010,90,6.5,68081,50695.61
2085,4-SUNY CC,JAMESTOWN COMMUNITY COLLEGE,N,4,51,Y,Y,2010,84,3.4,72901,47751.01
2083,5-INDEPENDENT,HILBERT COLLEGE,Y,2,7,N,N,2010,75,3.5,82717,52310.01
2080,4-SUNY CC,HUDSON VALLEY COMMUNITY COLLEGE,N,4,61,Y,Y,2010,77,5.2,107009,35859.75
2075,6-BUS. DEGREE,FIVE TOWNS COLLEGE,Y,3,7,N,N,2010,89,6.2,94109,43216.77
2070,4-SUNY CC,FASHION INST TECH-LOWER DIVISION,N,2,36,Y,Y,2010,82,5.7,71097,54625.87
2065,4-SUNY CC,ERIE COMMUNITY COLL - ALL CAMPUS,Y,4,167,N,N,2010,81,4.4,105543,39153.63
2053,4-SUNY CC,DUTCHESS COMMUNITY COLLEGE,N,1,25,Y,Y,2010,71,5.8,103903,38779.09
2050,5-INDEPENDENT,DOMINICAN COLLEGE OF BLAUVELT,Y,3,10,N,N,2010,73,4.8,63150,42073.04
2045,5-INDEPENDENT,CULINARY INSTITUTE OF AMERICA,N,2,8,Y,Y,2010,96,9.1,58049,46506.46
2042,4-SUNY CC,CORNING COMMUNITY COLLEGE,Y,1,35,N,N,2010,86,3.7,109266,52967.9
2040,5-INDEPENDENT,CONCORDIA COLLEGE,N,4,6,Y,Y,2010,90,7.6,84933,38400.18
2038,4-SUNY CC,COLUMBIA-GREENE COMMUNITY COLLEGE,Y,3,7,N,N,2010,69,5.9,84736,52468.76
2036,4-SUNY CC,CLINTON COMMUNITY COLLEGE,N,2,18,Y,Y,2010,83,6.8,70971,49355.79
2035,5-INDEPENDENT,CAZENOVIA COLLEGE,Y,4,27,N,N,2010,67,6.9,76363,50337.91
2025,4-SUNY CC,BROOME COMMUNITY COLLEGE,N,4,26,Y,Y,2010,66,4.4,113678,43663.38
2005,4-SUNY CC,CAYUGA COMMUNITY COLLEGE,Y,3,19,N,N,2010,97,5.8,106821,49314.51
2000,4-SUNY CC,ADIRONDACK COMMUNITY COLLEGE,N,2,38,Y,Y,2010,85,4.8,67315,49371.3
1690,8-OTHER,ST ELIZABETH HOSP SCHOOL RAD TECH,Y,4,1,N,N,2010,73,9.1,78623,46828.21
1675,8-OTHER,CENTRAL SUFFOLK SCH RAD TECH,N,1,1,Y,Y,2010,94,3.7,86040,35040.79
1653,8-OTHER,FAXSTON ST LUKES SCHOOL RAD TECH,Y,3,2,N,N,2010,96,7.6,81274,41789.09
1650,8-OTHER,ST JAMES MERCY HOSP SCH XRAY TECH,N,2,1,Y,Y,2010,85,5.9,110324,49327.47
1620,8-OTHER,ARNOT OGDEN MEDICAL CENTER,Y,1,1,N,N,2010,86,6.8,99592,47268.75
1610,8-OTHER,CHAMPLAIN VLY SCHL OF RADIOLOGY,N,4,1,Y,Y,2010,76,6.9,91235,45101.59
1420,1-CUNY SR,CUNY GRAD SCH UNDERGRAD PROG,Y,3,5,N,N,2010,86,6.5,75233,53628.43
1418,1-CUNY SR,CUNY YORK COLLEGE,N,2,78,Y,Y,2010,96,3.4,66307,44399.61
1417,1-CUNY SR,CUNY COL STATEN ISLAND,Y,4,118,N,N,2010,82,3.5,77536,51912.23
1416,1-CUNY SR,CUNY QUEENS COLLEGE,N,2,328,Y,Y,2010,94,5.2,49744,37287.5
1415,1-CUNY SR,CUNY MEDGER EVERS COLLEGE,Y,1,34,N,N,2010,72,6.2,91174,46667.14
1414,1-CUNY SR,CUNY JOHN JAY COLLEGE,N,4,202,Y,Y,2010,96,5.7,73218,38261.39
1413,1-CUNY SR,CUNY HUNTER COLLEGE,Y,3,507,N,N,2010,85,4.4,67619,46129.71
1412,1-CUNY SR,CUNY HERBERT H LEHMAN COLLEGE,N,2,163,Y,Y,2010,99,5.8,102514,46726.44
1411,1-CUNY SR,CUNY CITY COLLEGE,Y,4,522,N,N,2010,83,4.8,59521,41857.62
1410,1-CUNY SR,CUNY BROOKLYN COLLEGE,N,4,291,Y,Y,2010,93,9.1,51089,40375.42
1409,1-CUNY SR,CUNY BARUCH COLLEGE,Y,3,375,N,N,2010,93,3.7,103364,39009.6
1407,2-CUNY CC,CUNY QUEENSBOROUGH CC,N,2,41,Y,Y,2010,92,7.6,87690,50160.11
1405,1-CUNY SR,CUNY NYC COLLEGE OF TECHNOLOGY,Y,4,102,N,N,2010,80,5.9,89298,47458.4
1404,2-CUNY CC,CUNY MANHATTAN CC,N,1,76,Y,Y,2010,85,6.8,77354,54261.12
1403,2-CUNY CC,CUNY LAGUARDIA CC,Y,3,64,N,N,2010,76,6.9,61777,39159.88
1402,2-CUNY CC,CUNY KINGSBOROUGH CC,N,2,70,Y,Y,2010,76,6.5,66104,49541.05
1401,2-CUNY CC,CUNY HOSTOS CC,Y,1,21,N,N,2010,89,3.4,52502,35269.15
1400,2-CUNY CC,CUNY BRONX CC,N,4,33,Y,Y,2010,83,3.5,113442,41412.57
1099,5-INDEPENDENT,METROPOLITAN COLLEGE OF NY,Y,3,7,N,N,2010,94,5.2,108500,52201.39
1085,5-INDEPENDENT,YESHIVA UNIVERSITY,N,2,76,Y,Y,2010,88,6.2,49530,41117.36
1075,6-BUS. DEGREE,AMERICAN ACAD OF DRAMATIC ARTS,Y,4,2,N,N,2010,88,5.7,67349,35800.85
1050,5-INDEPENDENT,WELLS COLLEGE,N,2,36,Y,Y,2010,76,4.4,67930,49888.24
1045,5-INDEPENDENT,WEBB INST OF NAVAL ARCH.,Y,4,9,N,N,2010,86,5.8,67770,37870.46
1040,5-INDEPENDENT,WAGNER COLLEGE,N,3,54,Y,Y,2010,96,4.8,78423,53773.41
1030,5-INDEPENDENT,VASSAR COLLEGE,Y,2,136,N,N,2010,79,9.1,61743,53216.93
1022,5-INDEPENDENT,SYRACUSE UNIV UTICA COLLEGE,N,4,76,Y,Y,2010,75,3.7,73823,43846.91
1016,5-INDEPENDENT,UNIVERSITY OF ROCHESTER,Y,1,16,N,N,2010,78,7.6,111363,42352.76
1015,5-INDEPENDENT,UNIVERSITY OF ROCHESTER,N,3,504,Y,Y,2010,90,5.9,77450,52417.44
1010,3-SUNY SO,SUNY BUFFALO,Y,2,877,N,N,2010,94,6.8,78164,46923.93
999,5-INDEPENDENT,EXCELSIOR COLLEGE,N,1,18,Y,Y,2010,83,6.9,102608,46906.59
995,5-INDEPENDENT,ALBANY COLLEGE OF PHARMACY,Y,4,141,N,N,2010,82,6.5,112555,53182.94
990,5-INDEPENDENT,UNION COLLEGE,N,3,122,Y,Y,2010,74,3.4,74714,38794.16
985,5-INDEPENDENT,SYRACUSE UNIVERSITY (UNDERGRAD),Y,2,506,N,N,2010,91,3.5,112940,52175.16
975,4-SUNY CC,FASHION INST TECH UPPER DIVISION,N,4,30,Y,Y,2010,99,5.2,53567,54049.8
970,3-SUNY SO,SUC PURCHASE,Y,4,70,N,N,2010,94,6.2,58837,52861.75
965,3-SUNY SO,SUNY COLLEGE AT OLD WESTBURY (UG),N,3,36,Y,Y,2010,70,5.7,91103,47068.77
960,3-SUNY SO,ALFRED UNIVERSITY,Y,2,31,N,N,2010,65,4.4,99617,53044.63
955,3-SUNY SO,SUNY MARITIME COLLEGE,N,4,25,Y,Y,2010,87,5.8,88982,44958.31
950,3-SUNY SO,SUC ENV SCI&FORESTRY,Y,1,99,N,N,2010,89,4.8,116360,45676.49
945,3-SUNY SO,SUC POTSDAM,N,3,198,Y,Y,2010,86,9.1,85023,40090.27
940,3-SUNY SO,SUNY PLATTSBURGH,Y,2,165,N,N,2010,94,3.7,83727,40721.34
935,3-SUNY SO,SUC OSWEGO (UNDERGRAD),N,1,228,Y,Y,2010,85,7.6,102009,35369.99
930,3-SUNY SO,SUC ONEONTA,Y,4,190,N,N,2010,89,5.9,76134,48912.33
925,3-SUNY SO,SUC NEW PALTZ,N,3,179,Y,Y,2010,70,6.8,68371,52461.23
920,3-SUNY SO,SUC GENESEO,Y,2,636,N,N,2010,67,6.9,46461,53310.2
915,3-SUNY SO,SUC FREDONIA,N,4,185,Y,Y,2010,88,6.5,116224,46928.28
913,3-SUNY SO,SUC EMPIRE STATE COLLEGE,Y,4,140,N,N,2010,94,3.4,49905,42642.41
910,3-SUNY SO,SUC CORTLAND (UNDERGRAD),N,3,181,Y,Y,2010,70,3.5,110916,49985.58
905,3-SUNY SO,SUC BUFFALO,Y,2,180,N,N,2010,89,5.2,83957,49634.34
900,3-SUNY SO,SUC BROCKPORT (UNDERGRAD),N,4,277,Y,Y,2010,86,6.2,81918,42965.67
895,3-SUNY SO,SUNY ALBANY (UNDERGRAD),Y,1,409,N,N,2010,81,5.7,110587,43237.71
890,3-SUNY SO,SUNY UPSTATE MEDICAL UNIV,N,3,6,Y,Y,2010,79,4.4,51748,52423.98
880,3-SUNY SO,SUNY BINGHAMTON,Y,2,803,N,N,2010,72,5.8,91399,40718.87
875,3-SUNY SO,SUNY STONY BROOK,N,1,742,Y,Y,2010,93,4.8,97830,50403.56
865,5-INDEPENDENT,TOURO COLLEGE,Y,4,90,N,N,2010,85,9.1,55148,45573.42
855,5-INDEPENDENT,SKIDMORE COLLEGE,N,3,107,Y,Y,2010,76,3.7,102909,47506.57
845,5-INDEPENDENT,SARAH LAWRENCE COLLEGE,Y,2,24,N,N,2010,71,7.6,82641,37093.45
844,8-OTHER,SAMARITAN HOSPITAL NURSING,N,4,1,Y,Y,2010,93,5.9,69342,36049.99
840,5-INDEPENDENT,SAMARITAN HOSP NURSING,Y,4,2,N,N,2010,82,6.8,96997,45039.91
836,5-INDEPENDENT,ST PAUL'S SCH NURSING SI,N,3,5,Y,Y,2010,89,6.9,61261,37382.28
830,5-INDEPENDENT,ST THOMAS AQUINAS COLLEGE,Y,2,26,N,N,2010,69,6.5,118114,48097.58
775,5-INDEPENDENT,ST LAWRENCE UNIVERSITY,N,4,161,Y,Y,2010,89,3.4,49949,35806.89
765,5-INDEPENDENT,ST JOSEPH HOSP SCH NURS SYRACUSE,Y,1,5,N,N,2010,65,3.5,67832,48423.56
762,5-INDEPENDENT,ST JOSEPHS COLLEGE - WEEKEND,N,3,1,Y,Y,2010,69,5.2,53815,47481.29
758,5-INDEPENDENT,ST JOSEPHS COLLEGE,Y,2,109,N,N,2010,70,6.2,73359,44454.51
755,5-INDEPENDENT,ST JOSEPHS COLLEGE,N,1,46,Y,Y,2010,89,5.7,66907,44094.69
751,5-INDEPENDENT,ST JOHNS UNIVERSITY,Y,4,486,N,N,2010,72,4.4,94765,46344.65
745,5-INDEPENDENT,ST JOHN'S RIVERSIDE HOSPITAL,N,3,1,Y,Y,2010,98,5.8,86233,39954.27
735,5-INDEPENDENT,ST JOHN FISHER COLLEGE,Y,2,155,N,N,2010,74,4.8,119409,52950.95
715,5-INDEPENDENT,ST FRANCIS COLLEGE,N,4,34,Y,Y,2010,93,9.1,115785,35154.74
710,5-INDEPENDENT,ST ELIZABETH COLG OF NURSING,Y,2,3,N,N,2010,91,3.7,82538,54569.06
695,5-INDEPENDENT,ST BONAVENTURE UNIVERSITY,N,4,80,Y,Y,2010,77,7.6,67194,45500.38
685,5-INDEPENDENT,SIENA COLLEGE,Y,3,188,N,N,2010,83,5.9,63764,42687.23
